start_time,speed,age,gender
01-29 06:26:25,17.97,30,1
01-29 05:59:05,14.81,28,1
01-29 05:50:19,17.34,47,1
01-29 04:45:57,12.63,60,1
01-28 23:31:32,19.23,34,1
01-28 22:58:23,13.50,49,1
01-28 22:11:53,11.72,36,2
01-28 21:50:40,17.66,40,1
01-28 21:16:11,16.41,28,1
01-28 20:59:31,18.39,25,1
01-28 20:16:24,3.66,35,1
01-28 20:14:26,16.03,20,1
01-28 19:41:42,6.40,19,2
01-28 19:22:39,5.23,59,1
01-28 19:14:23,17.49,45,1
01-28 18:58:12,6.18,35,1
01-28 18:51:51,12.32,22,1
01-28 18:48:10,7.97,71,2
01-28 18:47:54,9.69,23,2
01-28 18:34:32,6.59,38,2
01-28 18:32:43,20.79,38,1
01-28 18:21:49,14.33,34,1
01-28 18:19:00,10.16,31,1
01-28 17:57:53,12.41,25,1
01-28 17:46:06,11.62,47,1
01-28 17:56:50,16.72,41,1
01-28 17:35:47,11.87,39,1
01-28 17:26:08,10.07,28,1
01-28 17:34:52,10.29,54,1
01-28 17:19:22,17.47,30,1
01-28 17:22:46,11.45,27,1
01-28 17:15:36,8.32,41,1
01-28 17:08:38,10.20,32,2
01-28 17:05:21,14.55,33,1
01-28 17:01:19,14.45,21,3
01-28 16:17:35,5.18,23,2
01-28 16:45:54,7.95,47,1
01-28 16:03:45,4.75,42,1
01-28 16:17:52,16.48,23,1
01-28 16:08:31,9.55,21,1
01-28 15:55:20,10.23,30,1
01-28 16:00:41,13.04,30,2
01-28 15:55:52,16.18,33,1
01-28 15:48:28,11.93,37,2
01-28 15:33:18,11.42,22,2
01-28 15:30:25,7.90,47,1
01-28 15:44:43,9.15,36,2
01-28 15:34:14,8.19,52,1
01-28 14:54:54,7.45,40,2
01-28 15:09:41,7.28,37,2
01-28 15:07:33,9.90,41,2
01-28 15:03:04,11.20,38,2
01-28 14:57:17,13.83,37,1
01-28 14:26:30,10.74,67,1
01-27 20:56:11,0.03,30,1
01-28 14:39:22,12.34,45,1
01-28 14:34:54,16.48,34,1
01-28 14:23:39,16.02,39,1
01-28 14:23:31,8.76,28,2
01-28 14:04:21,1.90,19,2
01-28 14:04:39,14.04,25,1
01-28 13:46:30,10.07,54,1
01-28 14:02:35,26.03,30,1
01-28 13:33:22,11.89,47,1
01-28 13:54:58,17.55,30,1
01-28 13:48:08,11.98,53,1
01-28 13:42:26,21.31,29,1
01-28 13:37:18,21.67,36,1
01-28 13:33:20,12.12,31,1
01-28 13:26:46,25.16,36,1
01-28 13:17:15,6.66,33,1
01-28 11:50:37,1.36,30,2
01-28 13:10:32,10.26,25,2
01-28 12:35:09,11.97,24,1
01-28 12:43:39,10.99,33,2
01-28 12:37:47,13.25,41,1
01-28 12:27:49,8.87,59,2
01-28 12:30:35,4.37,59,1
01-28 12:12:52,9.47,44,2
01-28 12:10:00,14.36,27,1
01-28 12:10:45,12.12,47,1
01-28 11:59:46,11.34,42,1
01-28 11:53:14,9.57,36,1
01-28 11:44:17,16.97,35,1
01-28 11:39:09,12.19,39,1
01-28 11:24:09,13.48,32,1
01-28 11:11:52,9.65,35,2
01-28 10:36:30,13.52,57,1
01-28 10:47:07,7.49,28,1
01-28 10:51:30,4.98,25,1
01-28 10:43:10,11.46,31,1
01-28 10:40:38,10.51,25,1
01-28 10:23:35,3.59,59,2
01-28 10:17:15,13.79,38,2
01-28 10:15:51,17.12,54,1
01-28 10:01:20,14.49,32,1
01-28 10:00:49,6.86,36,1
01-28 09:45:31,14.94,47,1
01-28 09:38:52,16.01,44,2
01-28 09:24:06,5.63,61,1
01-28 09:06:17,11.20,34,1
01-27 23:40:09,0.25,29,2
01-28 08:10:10,18.06,27,1
01-28 07:45:49,14.63,29,1
01-28 06:15:35,3.68,60,1
01-28 01:46:13,11.06,25,1
01-28 00:55:08,16.51,27,1
01-28 00:00:08,12.47,29,1
01-27 23:45:24,16.89,25,1
01-27 23:21:25,7.24,59,1
01-27 23:06:03,13.78,36,1
01-27 22:28:51,6.30,30,2
01-27 22:11:54,13.40,55,2
01-27 21:51:16,10.60,36,1
01-27 21:43:06,9.76,32,2
01-27 21:27:27,10.58,25,1
01-27 20:59:10,12.37,31,1
01-27 20:29:09,13.35,28,1
01-27 20:09:12,6.54,25,1
01-27 19:52:28,14.89,51,1
01-27 19:38:42,10.72,28,2
01-27 19:34:28,12.06,44,2
01-27 19:31:01,16.03,47,2
01-27 19:04:57,22.04,21,3
01-27 18:48:51,4.69,24,2
01-27 18:39:26,15.85,30,2
01-27 18:30:55,15.35,37,1
01-27 18:28:45,17.92,26,1
01-27 18:22:06,15.34,55,1
01-27 18:17:58,16.04,60,1
01-27 18:13:54,13.12,30,1
01-27 18:09:07,5.40,68,1
01-27 17:59:29,12.02,26,1
01-27 17:52:55,13.63,47,1
01-27 17:50:59,20.13,28,2
01-27 17:52:26,16.62,26,1
01-27 17:35:40,11.12,37,1
01-27 17:36:28,16.30,54,1
01-27 17:20:30,16.20,27,2
01-27 17:11:41,9.92,28,1
01-27 17:19:21,7.16,24,1
01-27 17:05:16,10.38,39,1
01-27 17:14:52,13.76,28,1
01-27 17:10:29,24.54,26,1
01-27 16:49:52,12.28,26,2
01-27 16:51:49,20.05,30,1
01-27 16:51:38,16.35,33,1
01-27 16:21:41,14.31,50,2
01-27 16:29:34,9.78,23,1
01-27 16:35:50,10.21,30,2
01-27 16:17:38,10.26,28,2
01-27 16:25:24,11.73,34,1
01-27 16:12:08,7.47,69,1
01-27 15:57:16,9.97,56,2
01-27 16:01:58,10.02,46,1
01-27 15:44:53,15.26,33,2
01-27 15:49:56,11.88,51,1
01-27 15:46:54,9.22,34,1
01-27 15:28:09,16.89,27,2
01-27 15:22:27,14.47,38,2
01-27 15:33:48,6.69,52,1
01-27 15:26:40,10.11,28,2
01-27 15:24:31,7.22,52,1
01-27 15:09:39,7.04,20,2
01-27 14:58:06,12.37,29,1
01-27 15:09:55,13.40,28,2
01-27 14:50:43,7.73,27,1
01-27 14:32:38,7.52,20,1
01-27 14:42:42,12.72,25,1
01-27 14:40:07,7.34,42,1
01-27 14:42:20,16.23,29,1
01-27 14:16:07,7.24,37,1
01-27 14:21:39,9.20,31,1
01-27 14:23:19,8.43,36,1
01-27 14:22:38,11.62,62,1
01-27 14:03:32,8.09,37,1
01-27 14:12:16,16.45,43,1
01-27 13:38:15,11.63,40,2
01-27 13:39:20,9.26,28,2
01-27 13:31:11,9.95,27,2
01-27 13:25:58,14.57,34,1
01-27 13:25:42,16.62,35,1
01-27 13:25:29,4.06,50,1
01-27 13:09:30,12.53,58,1
01-27 12:50:13,0.56,32,1
01-27 13:10:20,19.77,32,1
01-27 12:57:56,12.22,26,1
01-27 12:42:35,9.70,19,1
01-27 12:49:13,17.52,25,2
01-27 12:34:25,15.96,34,1
01-27 12:05:59,9.29,44,2
01-27 12:17:44,20.26,37,1
01-27 12:13:03,9.50,25,1
01-27 12:05:44,16.81,41,1
01-27 11:44:31,10.03,27,1
01-27 11:48:54,6.46,32,1
01-27 11:43:13,5.79,32,1
01-27 11:52:18,7.28,28,2
01-27 11:37:35,11.42,34,1
01-27 11:27:03,11.14,49,2
01-27 11:17:36,15.17,29,2
01-27 11:17:55,18.58,33,1
01-27 09:51:15,2.62,20,2
01-27 11:09:15,15.84,35,1
01-27 10:52:23,11.63,31,2
01-27 10:49:25,7.23,19,2
01-27 10:49:03,4.26,59,1
01-27 10:49:00,13.46,55,1
01-27 10:26:54,18.13,38,2
01-27 10:24:42,16.93,60,1
01-27 10:11:23,11.80,44,1
01-27 09:53:11,19.30,33,1
01-27 09:48:04,9.74,42,2
01-27 09:49:09,15.55,54,1
01-27 09:38:40,17.63,42,1
01-27 09:10:54,11.87,32,2
01-27 09:15:50,10.72,36,2
01-27 09:10:19,3.73,34,1
01-27 08:52:47,13.51,55,1
01-27 08:38:29,17.78,34,2
01-27 08:29:18,13.50,32,1
01-27 07:59:13,17.62,40,1
01-27 06:43:02,17.04,43,1
01-27 05:40:18,10.13,26,1
01-27 02:00:58,12.68,28,2
01-27 00:57:58,10.09,24,1
01-27 00:00:01,9.75,44,1
01-26 23:35:08,12.68,29,1
01-26 23:09:31,17.63,28,1
01-26 22:55:36,16.29,58,1
01-26 22:25:29,13.91,57,1
01-26 22:18:39,11.67,31,2
01-26 22:01:25,11.81,28,2
01-26 21:41:41,13.43,32,1
01-26 21:39:23,11.83,29,1
01-26 21:08:44,8.20,43,1
01-26 21:02:22,11.38,23,1
01-26 20:49:05,15.16,38,1
01-26 20:40:50,12.80,28,1
01-26 20:25:48,11.48,40,1
01-26 20:12:50,9.78,29,1
01-26 20:02:46,12.29,35,1
01-26 19:54:58,19.00,32,1
01-26 19:35:36,14.21,31,3
01-26 19:35:26,6.48,23,2
01-26 19:34:20,13.59,26,2
01-26 19:28:15,6.28,33,1
01-26 19:07:26,14.77,37,1
01-26 19:16:30,11.25,34,1
01-26 19:15:41,16.91,32,1
01-26 19:10:53,16.86,29,1
01-26 19:07:07,12.44,30,1
01-26 18:59:19,13.50,48,1
01-26 18:53:22,10.75,37,1
01-26 18:41:32,18.87,25,1
01-26 18:46:03,13.71,41,1
01-26 18:41:36,12.16,30,1
01-26 18:40:23,15.09,35,1
01-26 18:12:27,10.98,43,1
01-26 18:35:22,13.41,29,1
01-26 18:31:03,11.09,47,1
01-26 18:29:29,10.38,26,1
01-26 18:14:00,12.34,39,1
01-26 18:24:40,14.34,32,1
01-26 18:19:24,12.93,60,1
01-26 18:17:59,17.74,40,1
01-26 18:13:17,7.94,27,2
01-26 18:11:09,8.79,24,1
01-26 18:12:01,15.33,40,1
01-26 18:07:56,12.78,26,1
01-26 18:07:47,12.33,43,2
01-26 18:02:15,17.93,26,1
01-26 18:02:03,9.20,25,1
01-26 17:55:50,19.66,50,1
01-26 17:50:07,11.29,62,1
01-26 17:54:33,14.51,27,1
01-26 17:53:07,15.56,40,1
01-26 17:48:40,15.20,43,1
01-26 17:46:46,11.81,33,1
01-26 17:41:56,10.69,55,1
01-26 17:25:30,15.91,48,1
01-26 17:32:05,5.58,27,1
01-26 17:30:52,15.53,32,1
01-26 17:26:06,7.91,35,2
01-26 17:32:35,9.62,34,2
01-26 17:26:20,11.74,34,2
01-26 17:31:50,8.86,44,3
01-26 17:14:39,13.43,43,1
01-26 17:21:35,14.92,48,1
01-26 17:11:44,13.54,28,1
01-26 17:15:05,9.34,35,1
01-26 17:22:16,9.68,38,1
01-26 17:14:51,12.07,45,1
01-26 17:14:48,12.61,43,1
01-26 17:13:10,17.40,26,1
01-26 17:07:12,7.94,40,1
01-26 17:07:21,10.77,40,1
01-26 16:47:24,8.33,35,1
01-26 16:57:33,8.49,29,1
01-26 17:02:33,16.32,28,1
01-26 16:53:23,11.40,57,1
01-26 16:55:28,14.81,33,2
01-26 16:46:12,10.55,35,1
01-26 16:51:37,13.07,36,1
01-26 16:31:46,11.19,55,1
01-26 16:34:11,13.62,26,2
01-26 16:41:19,11.69,36,2
01-26 16:32:33,12.78,39,1
01-26 16:27:28,9.54,33,1
01-26 16:29:23,13.61,27,1
01-26 16:25:14,23.32,33,1
01-26 16:15:25,11.83,38,1
01-26 16:10:17,12.58,35,1
01-26 16:05:50,9.97,46,2
01-26 16:01:32,20.07,50,1
01-26 15:46:18,10.04,56,2
01-26 15:54:25,12.38,38,2
01-26 15:44:28,14.28,31,1
01-26 15:34:32,18.62,27,1
01-26 15:21:31,8.17,55,2
01-26 15:26:39,10.80,43,2
01-26 15:15:39,10.72,50,1
01-26 15:16:36,12.42,50,1
01-26 15:06:28,9.00,31,1
01-26 15:01:29,14.45,46,1
01-26 14:58:16,7.04,25,2
01-26 14:40:47,14.63,34,1
01-26 14:39:55,18.26,39,1
01-26 14:18:40,13.29,31,1
01-26 14:17:59,11.11,22,1
01-26 14:13:46,14.99,43,1
01-26 13:59:15,13.57,26,1
01-26 13:50:24,15.43,41,1
01-26 13:41:39,9.58,30,1
01-26 13:32:11,10.99,43,2
01-26 13:24:46,15.99,34,1
01-26 13:18:03,14.58,59,1
01-26 13:20:03,8.13,31,1
01-26 13:08:24,14.09,41,1
01-26 13:07:31,13.96,53,1
01-26 13:07:24,14.46,43,1
01-26 12:56:31,8.42,37,1
01-26 12:55:25,16.33,47,1
01-26 12:53:36,19.22,50,2
01-26 12:44:11,13.00,56,1
01-26 12:35:51,9.52,25,1
01-26 12:24:00,12.67,45,1
01-26 12:16:49,12.01,40,1
01-26 12:05:07,14.91,45,1
01-26 12:05:08,18.02,23,1
01-26 11:33:32,4.91,28,1
01-26 11:43:30,17.77,44,1
01-26 11:48:12,18.72,34,1
01-26 11:41:35,10.11,34,1
01-26 11:31:53,16.09,29,1
01-26 11:08:32,1.15,52,1
01-26 10:12:01,1.38,25,2
01-26 11:14:08,17.08,47,1
01-26 11:12:09,21.21,27,2
01-26 11:01:21,17.23,35,1
01-26 10:46:13,15.10,24,1
01-26 10:24:02,2.10,33,1
01-26 10:43:43,12.10,45,1
01-26 10:31:50,11.53,30,1
01-26 10:19:01,5.58,56,1
01-26 10:06:54,8.16,27,1
01-26 10:15:49,11.28,29,1
01-26 10:17:41,14.07,25,1
01-26 10:06:59,11.33,26,2
01-26 09:54:27,4.41,53,1
01-26 09:58:07,14.52,58,1
01-26 10:00:17,13.61,30,1
01-26 09:49:59,5.27,40,1
01-26 09:58:32,8.74,49,1
01-26 09:41:15,7.19,24,1
01-26 09:48:45,14.09,22,1
01-26 09:34:43,9.21,50,2
01-26 09:19:24,9.45,29,1
01-26 09:31:07,7.51,35,1
01-26 09:39:44,22.63,25,1
01-26 09:34:53,11.58,34,1
01-26 09:24:45,19.99,31,2
01-26 09:32:00,14.73,38,1
01-26 09:27:19,10.51,53,2
01-26 09:06:32,13.68,47,1
01-26 09:17:54,8.95,37,1
01-26 09:24:51,17.37,60,1
01-26 09:16:14,11.75,28,1
01-26 09:17:10,15.83,48,3
01-26 09:16:01,11.87,25,2
01-26 09:19:24,10.08,25,1
01-26 09:15:34,22.18,30,1
01-26 08:54:57,15.69,43,1
01-26 09:09:15,11.92,41,2
01-26 08:57:39,7.18,26,2
01-26 09:02:09,9.75,28,1
01-26 09:03:18,14.14,41,1
01-26 08:57:36,8.95,45,1
01-26 09:05:28,9.89,41,1
01-26 08:47:02,10.18,48,1
01-26 09:02:25,11.34,35,1
01-26 08:49:59,20.40,36,1
01-26 08:54:41,17.65,36,1
01-26 08:51:02,13.18,39,1
01-26 08:35:33,15.78,28,1
01-26 08:39:50,14.40,26,1
01-26 08:50:37,14.76,56,1
01-26 08:44:45,13.12,33,1
01-26 08:41:14,13.33,37,1
01-26 08:37:32,12.02,39,2
01-26 08:24:45,11.56,28,2
01-26 08:29:37,10.97,29,2
01-26 08:32:01,19.29,35,1
01-26 08:32:05,16.27,44,1
01-26 08:28:42,10.04,27,2
01-26 08:23:47,10.05,36,1
01-26 08:24:46,15.45,46,1
01-26 08:19:36,13.11,58,1
01-26 08:03:46,15.97,35,1
01-26 08:07:46,9.40,37,2
01-26 08:13:53,6.13,57,2
01-26 08:10:20,8.50,45,1
01-26 07:58:53,9.48,52,1
01-26 08:10:57,14.81,37,2
01-26 08:07:08,13.54,36,1
01-26 08:05:44,15.07,29,2
01-26 08:04:39,15.99,34,1
01-26 07:57:24,10.88,24,1
01-26 08:00:41,8.33,33,2
01-26 07:55:45,10.41,30,1
01-26 07:49:54,9.65,27,2
01-26 07:40:12,13.72,38,1
01-26 07:36:18,14.46,57,2
01-26 07:42:06,13.34,35,1
01-26 07:27:19,17.24,45,1
01-26 07:24:57,22.63,39,1
01-26 07:16:52,18.44,32,1
01-26 07:28:57,19.28,45,1
01-26 07:13:21,10.07,62,1
01-26 07:09:38,7.68,54,1
01-26 07:07:08,12.93,38,1
01-26 06:54:09,10.28,36,1
01-26 06:45:59,17.60,51,2
01-26 06:26:13,18.59,33,2
01-26 06:24:15,17.98,53,1
01-26 06:05:46,16.63,27,1
01-26 05:19:40,15.88,42,1
01-26 00:22:24,6.84,26,1
01-26 00:01:12,16.36,47,1
01-25 23:18:57,17.01,37,1
01-25 22:50:33,16.16,41,2
01-25 22:25:53,15.96,27,1
01-25 22:18:44,10.36,30,1
01-25 21:35:47,10.12,32,2
01-25 21:11:16,14.12,23,1
01-25 20:59:41,17.66,25,1
01-25 20:54:40,15.49,29,1
01-25 20:36:51,12.77,29,2
01-25 20:38:56,16.16,39,1
01-25 20:26:26,10.83,55,1
01-25 20:23:02,10.32,32,1
01-25 20:18:52,13.75,33,1
01-25 19:49:49,14.32,41,1
01-25 20:00:02,7.06,25,1
01-25 19:52:21,14.67,29,1
01-25 19:48:58,10.48,31,1
01-25 19:47:55,13.11,33,2
01-25 19:44:24,6.14,32,2
01-25 19:12:58,15.49,44,1
01-25 19:34:39,16.69,35,1
01-25 19:27:18,12.49,27,1
01-25 19:25:36,11.84,29,1
01-25 18:59:50,17.42,28,2
01-25 19:11:13,13.25,24,1
01-25 19:00:58,14.80,32,1
01-25 19:06:55,10.92,55,1
01-25 19:09:48,7.01,22,1
01-25 18:57:43,11.32,30,1
01-25 18:58:13,17.71,22,1
01-25 18:48:05,19.37,51,1
01-25 18:53:43,16.38,43,1
01-25 18:48:27,15.40,26,1
01-25 18:41:36,18.99,28,1
01-25 18:36:43,14.13,29,2
01-25 18:41:09,15.51,34,2
01-25 18:24:40,6.05,29,1
01-25 18:31:40,20.06,27,1
01-25 18:35:20,8.67,23,1
01-25 18:26:38,17.39,32,1
01-25 18:23:59,8.74,35,1
01-25 18:20:51,15.85,27,2
01-25 18:26:09,11.37,34,1
01-25 18:24:27,12.38,36,1
01-25 18:16:01,11.49,55,1
01-25 18:10:01,9.21,36,1
01-25 18:13:29,10.82,42,2
01-25 18:15:59,12.34,38,1
01-25 17:56:27,12.13,47,1
01-25 18:06:59,13.93,27,2
01-25 18:08:34,12.51,24,1
01-25 17:58:09,12.18,31,2
01-25 17:41:32,8.92,35,1
01-25 17:49:08,8.72,38,2
01-25 17:48:03,6.50,39,2
01-25 17:54:04,17.00,28,1
01-25 17:45:08,11.40,30,1
01-25 17:48:12,12.10,41,1
01-25 17:37:01,15.57,34,3
01-25 17:44:00,12.44,24,1
01-25 17:39:52,12.02,33,1
01-25 17:37:32,12.04,51,1
01-25 17:40:07,10.92,30,1
01-25 17:28:22,14.61,37,1
01-25 17:28:10,7.66,55,1
01-25 17:35:51,21.81,47,1
01-25 17:23:19,15.63,37,1
01-25 17:27:31,8.93,33,2
01-25 17:21:43,12.45,32,1
01-25 17:24:01,8.98,24,2
01-25 17:10:46,16.19,50,1
01-25 17:15:35,9.40,25,1
01-25 17:21:39,15.21,33,1
01-25 17:09:16,10.63,25,2
01-25 17:10:20,11.02,25,1
01-25 17:09:20,10.40,27,2
01-25 17:05:34,11.61,28,1
01-25 17:07:31,10.95,52,1
01-25 16:55:31,14.29,24,1
01-25 17:07:36,9.79,41,1
01-25 17:02:37,11.53,31,1
01-25 17:02:10,17.92,50,1
01-25 16:47:01,12.71,31,1
01-25 16:54:50,9.69,31,2
01-25 16:52:48,16.82,55,1
01-25 16:44:31,13.00,36,2
01-25 16:45:40,11.71,32,1
01-25 16:48:31,6.64,62,2
01-25 16:44:23,23.44,41,1
01-25 16:41:03,14.18,50,1
01-25 14:59:36,0.80,38,1
01-25 16:33:17,13.18,30,2
01-25 16:28:11,13.76,43,1
01-25 16:27:08,12.73,45,1
01-25 16:17:04,12.38,29,2
01-25 16:16:03,13.49,35,1
01-25 16:01:50,13.98,27,1
01-25 16:12:44,16.97,38,1
01-25 16:02:55,13.08,31,1
01-25 16:03:01,13.64,48,1
01-25 16:00:38,17.64,33,1
01-25 15:51:54,8.50,56,1
01-25 15:39:28,11.04,34,1
01-25 15:37:52,16.02,50,1
01-25 15:26:56,8.99,57,1
01-25 14:59:19,4.42,24,2
01-25 15:06:31,9.77,27,1
01-25 14:38:41,3.07,25,2
01-25 15:00:01,11.08,54,1
01-25 14:34:41,13.16,59,2
01-25 14:51:41,12.83,38,1
01-25 14:43:19,10.77,20,1
01-25 14:35:20,10.97,36,1
01-25 14:27:44,8.86,34,1
01-25 14:12:26,13.25,26,1
01-25 13:47:33,16.31,40,2
01-25 13:44:11,6.72,50,1
01-25 13:34:28,13.85,49,1
01-25 13:20:17,10.63,42,2
01-25 13:29:05,8.12,28,1
01-25 13:22:34,15.68,22,1
01-25 13:07:44,13.02,54,1
01-25 13:09:36,10.94,34,1
01-25 13:04:23,8.63,41,1
01-25 12:59:41,7.24,50,2
01-25 12:49:53,13.84,69,1
01-25 12:47:00,14.03,28,1
01-25 12:45:16,19.32,38,1
01-25 12:39:38,25.80,36,1
01-25 12:30:12,15.53,44,1
01-25 12:28:20,16.12,45,1
01-25 12:13:33,10.37,40,1
01-25 12:12:17,11.37,39,1
01-25 12:04:13,7.02,64,1
01-25 12:03:38,7.71,27,2
01-25 11:59:25,6.03,35,1
01-25 11:48:33,17.24,31,1
01-25 11:42:25,8.97,38,1
01-25 11:31:11,9.50,28,2
01-25 11:20:29,10.20,33,1
01-25 11:16:43,13.04,44,1
01-25 11:06:26,20.07,30,3
01-25 10:59:48,14.85,55,1
01-25 10:46:40,11.92,39,1
01-25 10:28:06,9.19,47,1
01-25 10:26:52,1.57,68,1
01-25 10:11:56,17.02,58,1
01-25 10:20:59,12.59,33,1
01-25 10:16:19,9.70,41,2
01-25 10:20:34,16.90,36,1
01-25 10:17:07,13.81,45,1
01-25 10:00:39,6.90,53,1
01-25 10:05:12,16.80,41,1
01-25 10:03:19,12.87,41,1
01-25 09:45:39,10.94,48,2
01-25 09:42:49,13.58,27,1
01-25 09:48:25,12.67,27,1
01-25 09:51:04,12.83,55,1
01-25 09:47:50,12.14,22,1
01-25 09:47:31,19.13,60,1
01-25 09:44:27,16.05,37,1
01-25 09:33:07,10.27,26,1
01-25 09:33:19,15.30,30,1
01-25 09:31:57,14.38,30,1
01-25 09:35:53,15.37,39,1
01-25 09:31:54,10.80,30,2
01-25 09:29:25,9.30,28,2
01-25 09:20:52,11.19,33,2
01-25 09:26:11,13.41,24,1
01-25 09:06:37,16.81,29,1
01-25 09:11:34,13.28,36,1
01-25 09:16:37,14.33,41,1
01-25 09:13:15,11.42,60,1
01-25 09:19:11,17.59,37,1
01-25 09:10:23,12.13,48,1
01-25 09:09:50,10.69,42,1
01-25 09:11:06,21.32,37,1
01-25 08:48:27,13.94,28,1
01-25 09:08:28,20.77,42,1
01-25 09:05:18,16.50,38,1
01-25 08:57:08,7.92,42,2
01-25 09:02:47,20.66,41,2
01-25 08:55:49,13.70,41,1
01-25 08:55:00,8.90,50,2
01-25 08:56:46,17.94,42,1
01-25 08:39:53,10.78,33,1
01-25 08:47:38,14.55,34,2
01-25 08:49:31,13.94,31,2
01-25 08:50:01,17.69,38,1
01-25 08:32:26,13.29,29,2
01-25 08:49:16,11.34,38,2
01-25 08:46:38,17.35,45,2
01-25 08:44:56,9.17,26,1
01-25 08:35:12,8.21,45,1
01-25 08:40:20,10.91,29,2
01-25 08:43:11,9.97,60,1
01-25 08:27:50,19.66,28,2
01-25 08:26:50,9.19,28,1
01-25 08:31:54,17.10,36,2
01-25 08:30:38,11.23,34,1
01-25 08:30:02,15.80,29,2
01-25 08:32:35,14.34,32,1
01-25 08:21:45,10.20,31,2
01-25 08:29:21,23.74,28,1
01-25 08:24:13,14.44,44,2
01-25 08:16:30,8.01,34,1
01-25 08:10:20,12.26,30,1
01-25 08:15:14,14.40,37,1
01-25 08:21:55,10.22,45,1
01-25 08:12:36,12.45,60,1
01-25 08:06:27,17.42,30,2
01-25 08:06:26,19.20,32,2
01-25 07:47:15,12.87,24,1
01-25 07:55:11,16.47,29,1
01-25 07:48:23,18.38,41,1
01-25 07:48:15,10.01,26,2
01-25 07:50:49,21.19,32,1
01-25 07:54:27,22.86,35,1
01-25 07:40:56,18.58,28,1
01-25 07:46:47,15.70,50,1
01-25 07:15:27,3.54,48,2
01-25 07:27:02,12.84,50,2
01-25 07:24:59,10.17,32,1
01-25 07:14:41,17.88,26,2
01-25 07:10:48,9.68,39,2
01-25 07:15:45,14.14,43,2
01-25 07:10:42,15.58,36,1
01-25 07:00:39,10.66,36,1
01-25 06:52:00,12.14,27,1
01-25 06:38:28,11.70,71,2
01-25 06:38:28,14.34,37,1
01-25 06:32:50,18.95,27,1
01-25 06:16:56,11.94,31,2
01-25 05:59:52,17.35,26,2
01-25 05:12:25,20.32,43,1
01-24 23:44:56,19.58,42,1
01-24 22:50:38,15.53,37,1
01-24 22:21:24,11.88,25,1
01-24 21:42:49,5.09,39,2
01-24 21:20:48,14.45,31,2
01-24 21:03:50,7.58,44,2
01-24 20:39:56,14.96,35,1
01-24 20:30:15,13.33,28,1
01-24 20:01:33,12.47,33,1
01-24 20:04:50,16.37,34,1
01-24 19:26:25,15.58,33,1
01-24 19:22:49,10.11,26,1
01-24 19:12:09,6.86,28,2
01-24 19:06:23,13.53,29,1
01-24 18:58:43,6.53,53,1
01-24 18:51:36,9.77,29,1
01-24 18:52:15,11.16,20,1
01-24 18:43:42,13.23,30,1
01-24 18:40:46,16.28,43,1
01-24 18:32:52,13.95,41,1
01-24 18:28:17,11.90,59,1
01-24 18:21:00,12.23,23,1
01-24 18:18:52,12.93,25,1
01-24 18:10:57,9.74,23,2
01-24 18:05:39,12.65,37,1
01-24 17:58:10,7.94,29,1
01-24 17:48:25,11.05,56,2
01-24 17:50:24,11.09,55,2
01-24 17:43:00,10.19,45,1
01-24 17:38:40,6.95,55,1
01-24 17:28:28,15.70,37,1
01-24 17:18:07,8.60,29,2
01-24 17:13:47,12.65,49,1
01-24 17:12:48,14.06,35,1
01-24 17:05:15,8.25,48,1
01-24 17:00:47,8.38,29,1
01-24 17:00:21,16.30,35,1
01-24 16:46:02,11.88,37,3
01-24 16:39:09,13.15,36,2
01-24 16:34:32,9.58,29,1
01-24 16:20:24,15.00,41,1
01-24 16:08:17,12.17,40,1
01-24 15:53:28,11.10,37,1
01-24 15:26:42,13.48,35,1
01-24 15:45:03,15.30,41,1
01-24 15:19:15,10.39,29,1
01-24 14:52:52,11.05,73,1
01-24 14:35:00,9.06,52,1
01-24 14:06:55,11.78,38,1
01-24 14:13:36,14.65,21,1
01-24 14:03:50,10.79,46,1
01-24 13:48:08,10.07,29,1
01-24 13:20:29,3.24,28,1
01-24 13:45:44,8.87,59,1
01-24 13:22:44,10.46,32,1
01-24 13:25:36,6.36,37,2
01-24 13:00:01,6.12,23,2
01-24 13:07:57,13.52,33,1
01-24 12:56:38,9.49,33,2
01-24 12:52:43,9.74,45,2
01-24 12:46:46,15.90,31,1
01-24 12:45:08,10.85,31,1
01-24 12:27:15,14.38,32,1
01-24 12:26:55,13.23,46,1
01-24 12:20:49,11.51,39,1
01-24 12:17:38,12.13,38,1
01-24 12:08:50,9.07,33,2
01-24 11:54:42,7.82,40,2
01-24 11:08:37,0.92,36,1
01-24 11:49:20,7.59,36,1
01-24 11:39:02,6.83,40,1
01-24 11:30:19,8.50,36,2
01-24 11:14:55,14.35,47,1
01-24 11:17:55,10.47,33,2
01-24 11:06:59,16.99,44,1
01-24 11:00:18,10.93,73,1
01-24 10:52:37,9.32,49,1
01-24 10:48:28,12.01,30,1
01-24 10:44:10,19.25,42,1
01-24 10:35:39,14.29,33,2
01-24 10:38:34,12.64,39,1
01-24 10:22:46,13.68,45,1
01-24 10:27:40,11.39,36,1
01-24 10:09:22,17.82,34,1
01-24 10:13:21,6.02,44,1
01-24 10:17:13,18.57,37,1
01-24 09:59:32,10.95,29,2
01-24 09:55:20,12.95,59,1
01-24 09:59:44,9.88,35,2
01-24 09:12:06,0.43,59,1
01-24 09:58:01,10.24,23,1
01-24 09:56:33,15.52,33,1
01-24 09:51:22,12.50,43,1
