start_time,speed,age,gender
06-25 18:20:00,16.19,28,2
06-25 18:18:51,10.75,51,1
06-25 18:11:00,13.44,20,1
06-25 18:04:35,11.38,36,2
06-25 18:15:23,12.11,27,1
06-25 18:10:11,15.65,21,1
06-25 18:15:05,16.68,38,1
06-25 18:12:03,17.87,23,1
06-25 18:06:00,11.01,57,2
06-25 18:08:29,21.18,30,1
06-25 18:13:20,21.62,27,1
06-25 18:06:39,11.74,32,1
06-25 18:05:09,10.82,31,1
06-25 17:54:22,11.34,44,1
06-25 18:02:33,6.31,30,2
06-25 18:00:12,10.07,36,2
06-25 18:03:51,14.97,28,1
06-25 17:45:04,12.16,51,1
06-25 17:59:30,14.81,30,2
06-25 17:52:23,13.61,27,1
06-25 17:50:24,12.36,26,1
06-25 18:01:05,12.49,58,1
06-25 17:59:10,13.68,36,1
06-25 17:55:16,7.68,39,2
06-25 17:51:17,10.30,28,1
06-25 17:55:45,20.87,29,1
06-25 17:41:35,5.77,33,1
06-25 17:33:13,2.82,30,1
06-25 17:53:37,13.55,41,2
06-25 17:52:45,18.25,26,1
06-25 17:45:26,12.19,27,1
06-25 17:43:04,11.05,40,1
06-25 17:41:17,11.64,30,1
06-25 17:37:51,9.52,37,1
06-25 17:37:56,13.15,42,1
06-25 17:49:54,10.74,25,1
06-25 17:43:32,17.30,26,2
06-25 17:42:42,15.11,28,1
06-25 17:20:28,11.15,36,1
06-25 17:39:54,16.35,39,1
06-25 17:38:44,9.09,25,1
06-25 17:21:18,12.14,28,1
06-25 17:35:40,13.68,30,1
06-25 17:39:14,14.94,34,1
06-25 17:32:44,12.60,47,1
06-25 17:31:21,12.18,29,2
06-25 17:34:38,11.35,27,2
06-25 17:26:34,9.31,39,1
06-25 17:31:43,12.04,40,1
06-25 17:33:04,13.52,36,1
06-25 17:28:05,15.26,31,1
06-25 17:21:40,13.89,29,2
06-25 17:29:05,7.66,46,1
06-25 17:25:15,10.82,37,1
06-25 17:30:34,13.18,43,1
06-25 17:25:01,14.57,35,1
06-25 13:36:41,0.47,33,1
06-25 17:07:58,9.79,21,3
06-25 17:16:44,3.74,24,1
06-25 17:24:56,20.05,45,1
06-25 17:15:51,10.75,22,1
06-25 17:12:36,13.90,50,1
06-25 17:18:52,9.04,29,1
06-25 17:15:00,15.66,22,1
06-25 17:09:51,4.17,21,2
06-25 17:03:03,19.81,42,1
06-25 16:55:05,5.50,24,1
06-25 17:12:09,11.72,60,1
06-25 17:04:25,10.78,53,1
06-25 17:00:45,6.43,20,1
06-25 16:59:10,9.03,41,1
06-25 17:05:24,10.45,34,1
06-25 16:56:29,17.83,34,1
06-25 17:02:15,13.17,32,2
06-25 17:00:09,13.38,38,1
06-25 17:02:48,9.27,48,2
06-25 17:02:33,9.85,64,1
06-25 17:02:30,14.32,32,1
06-25 16:59:31,9.94,22,1
06-25 16:51:36,12.90,43,1
06-25 16:51:37,9.67,44,1
06-25 16:57:02,10.94,35,1
06-25 16:57:52,9.15,42,1
06-25 16:41:37,13.63,41,1
06-25 16:48:34,16.42,32,2
06-25 16:40:50,10.21,32,1
06-25 16:41:42,8.34,28,1
06-25 16:40:25,11.57,31,1
06-25 16:44:02,12.46,40,1
06-25 16:46:12,14.11,32,1
06-25 16:32:10,11.20,52,2
06-25 16:33:28,8.05,50,1
06-25 16:40:21,11.40,27,1
06-25 16:32:45,11.88,48,1
06-25 16:21:25,13.98,38,1
06-25 15:10:52,2.57,30,1
06-25 16:31:35,13.20,42,2
06-25 16:28:44,23.80,48,1
06-25 16:29:54,14.64,30,1
06-25 16:21:07,14.58,30,1
06-25 16:21:17,16.44,30,2
06-25 16:14:35,7.11,40,1
06-25 16:12:14,7.22,38,2
06-25 16:13:30,12.70,23,1
06-25 16:17:47,25.77,34,1
06-25 16:08:41,8.41,26,3
06-25 15:53:45,8.18,26,1
06-25 16:07:37,14.44,21,1
06-25 16:00:30,14.84,37,1
06-25 16:00:54,9.33,26,2
06-25 15:54:19,4.13,26,1
06-25 15:47:29,15.36,29,1
06-25 15:52:21,14.61,37,2
06-25 15:48:42,14.00,43,1
06-25 15:45:12,18.37,39,2
06-25 15:43:17,19.32,34,1
06-25 15:34:37,9.85,34,1
06-25 15:10:09,11.24,24,1
06-25 15:20:17,6.17,22,2
06-25 15:22:42,12.95,26,1
06-25 15:29:35,20.40,43,1
06-25 15:14:16,15.94,49,1
06-25 15:12:19,12.73,45,1
06-25 15:06:28,16.78,50,1
06-25 15:08:39,18.00,38,1
06-25 14:43:35,10.86,30,1
06-25 15:00:53,12.30,30,1
06-25 14:55:39,13.73,40,2
06-25 14:46:25,13.98,35,1
06-25 14:40:58,14.71,20,1
06-25 14:31:31,13.15,65,1
06-25 14:34:51,24.66,53,1
06-25 14:23:35,8.29,31,2
06-25 14:21:50,6.32,57,1
06-25 14:08:17,12.07,38,3
06-25 13:50:26,8.46,27,1
06-25 14:12:03,14.34,33,1
06-25 14:00:25,9.14,35,1
06-25 13:52:35,7.71,34,1
06-25 14:00:13,22.30,27,1
06-25 13:47:31,16.67,69,1
06-25 13:45:56,16.28,42,1
06-25 13:44:34,14.01,41,1
06-25 13:43:20,21.54,31,1
06-25 13:33:44,18.27,32,1
06-25 13:25:39,15.29,28,2
06-25 13:14:12,14.07,58,1
06-25 13:23:06,10.01,28,3
06-25 13:12:26,11.89,30,1
06-25 13:18:47,13.75,32,1
06-25 13:11:52,14.36,27,1
06-25 13:06:16,14.50,37,1
06-25 13:00:47,14.07,40,1
06-25 12:55:10,4.59,38,1
06-25 12:59:16,7.77,44,3
06-25 12:58:20,13.32,37,2
06-25 12:53:50,20.66,26,1
06-25 12:44:05,8.63,65,2
06-25 12:38:36,9.27,36,1
06-25 12:37:13,15.66,30,1
06-25 12:34:04,13.85,36,1
06-25 12:17:42,14.61,35,1
06-25 12:21:13,11.14,29,1
06-25 12:06:01,7.37,68,1
06-25 11:54:27,9.38,28,1
06-25 12:12:19,15.65,41,1
06-25 12:04:17,10.96,22,2
06-25 12:04:33,17.19,26,1
06-25 11:56:06,9.82,56,2
06-25 11:41:24,12.03,28,1
06-25 11:02:17,1.15,44,3
06-25 11:39:10,22.30,28,2
06-25 11:36:46,12.92,47,1
06-25 11:26:13,11.49,30,1
06-25 11:04:30,8.53,41,1
06-25 11:14:34,17.22,36,1
06-25 11:10:57,9.39,33,1
06-25 11:05:35,12.74,39,1
06-25 10:53:33,5.34,50,1
06-25 10:59:36,21.28,62,2
06-25 10:53:35,7.12,57,1
06-25 10:46:03,15.41,28,2
06-25 10:41:05,12.05,40,1
06-25 10:41:36,22.86,26,1
06-25 10:34:51,10.28,29,1
06-25 10:08:12,4.07,31,1
06-25 10:24:20,11.40,21,1
06-25 10:20:11,11.59,23,1
06-25 10:14:52,15.26,39,2
06-25 10:14:45,13.66,43,1
06-25 10:07:54,17.24,35,1
06-25 09:57:04,13.45,45,2
06-25 10:05:47,14.46,39,1
06-25 10:00:19,9.05,46,1
06-25 10:00:44,17.99,46,1
06-25 09:47:10,11.45,32,1
06-25 09:50:44,13.92,30,1
06-25 09:56:18,8.36,35,1
06-25 09:50:52,7.81,38,1
06-25 09:46:19,13.02,33,1
06-25 09:44:38,15.20,30,1
06-25 09:45:46,13.43,26,2
06-25 09:49:18,16.18,73,1
06-25 09:42:43,8.62,48,1
06-25 09:36:19,15.14,30,1
06-25 09:33:27,6.78,39,1
06-25 09:20:25,12.42,25,2
06-25 09:07:30,10.93,36,2
06-25 09:37:36,14.32,50,1
06-25 09:33:48,10.66,28,2
06-25 09:31:21,11.78,30,1
06-25 09:31:27,10.55,26,1
06-25 09:26:15,10.39,32,1
06-25 09:30:32,9.35,47,1
06-25 09:19:53,8.28,40,2
06-25 09:21:23,14.40,36,3
06-25 09:18:23,17.48,53,1
06-25 09:28:01,13.27,37,2
06-25 09:26:06,12.68,30,2
06-25 09:20:01,15.60,34,2
06-25 09:13:57,10.55,26,2
06-25 09:04:19,16.63,31,2
06-25 09:21:27,10.66,42,1
06-25 09:12:46,14.93,23,1
06-25 09:16:40,14.15,27,2
06-25 09:02:44,7.46,41,2
06-25 09:10:32,9.85,26,1
06-25 09:11:27,7.50,25,1
06-25 09:05:04,16.82,25,1
06-25 09:10:29,12.50,35,1
06-25 09:03:12,6.92,35,3
06-25 09:03:53,15.30,27,2
06-25 09:01:41,13.69,30,1
06-25 08:57:23,11.96,29,1
06-25 09:00:46,12.50,22,1
06-25 09:01:09,11.89,20,1
06-25 09:03:43,6.80,65,1
06-25 09:03:29,11.20,21,2
06-25 09:04:55,13.81,27,1
06-25 09:00:41,15.43,34,1
06-25 08:56:37,9.74,34,2
06-25 08:49:58,11.74,48,1
06-25 09:00:40,14.27,34,1
06-25 08:51:27,18.20,30,1
06-25 08:56:36,16.46,44,1
06-25 08:58:25,12.13,39,1
06-25 08:56:43,10.18,45,1
06-25 08:47:31,9.74,33,2
06-25 08:49:23,8.78,26,1
06-25 08:43:10,13.09,24,2
06-25 08:42:58,10.57,33,1
06-25 08:52:50,9.82,41,1
06-25 08:36:19,9.39,29,1
06-25 08:44:29,23.19,31,1
06-25 08:36:55,16.45,44,1
06-25 08:47:34,9.66,35,2
06-25 08:46:30,7.70,22,1
06-25 08:47:17,12.89,26,1
06-25 08:35:27,10.80,23,2
06-25 08:39:55,21.10,29,1
06-25 08:39:28,16.28,38,1
06-25 08:41:05,17.60,38,1
06-25 08:24:19,9.61,25,2
06-25 08:40:53,15.90,41,1
06-25 08:34:21,13.71,30,1
06-25 08:36:38,11.78,39,1
06-25 08:36:00,16.89,34,2
06-25 08:33:08,9.16,44,2
06-25 08:14:31,9.14,43,1
06-25 08:37:08,11.92,26,2
06-25 08:26:20,12.98,28,1
06-25 08:27:15,14.32,30,1
06-25 08:16:27,17.61,36,1
06-25 08:28:54,9.68,31,1
06-25 08:23:51,16.42,42,1
06-25 08:27:32,12.75,55,2
06-25 08:24:17,12.52,27,1
06-25 08:16:20,13.02,32,2
06-25 08:27:24,17.28,50,1
06-25 08:15:16,13.91,24,1
06-25 08:21:15,12.83,50,1
06-25 08:08:30,8.62,57,2
06-25 08:19:39,15.45,28,1
06-25 08:21:17,19.59,28,1
06-25 08:16:58,11.19,26,1
06-25 08:10:10,13.40,45,1
06-25 08:23:09,20.28,34,1
06-25 08:09:36,16.01,26,1
06-25 08:17:00,8.98,35,2
06-25 08:15:30,14.15,23,1
06-25 08:07:29,10.76,47,2
06-25 08:12:19,16.34,31,1
06-25 07:58:55,15.18,34,2
06-25 08:06:31,12.62,19,1
06-25 08:00:24,9.22,41,1
06-25 08:07:58,22.55,40,1
06-25 08:08:21,14.91,42,2
06-25 08:06:45,8.79,34,1
06-25 07:59:00,11.59,28,2
06-25 08:01:44,16.51,28,1
06-25 07:51:10,7.41,30,1
06-25 07:48:17,11.02,23,2
06-25 07:55:21,11.09,43,1
06-25 07:49:06,18.48,47,1
06-25 07:50:55,12.07,44,1
06-25 07:45:01,19.57,36,1
06-25 07:50:35,13.70,57,1
06-25 07:34:44,16.93,32,1
06-25 07:37:21,12.21,32,2
06-25 07:45:53,20.20,33,1
06-25 07:42:03,11.18,34,2
06-25 07:32:55,9.15,21,2
06-25 07:31:08,11.50,24,2
06-25 07:30:52,18.23,26,1
06-25 07:33:37,14.68,32,1
06-25 07:24:29,13.25,30,1
06-25 07:28:22,10.95,43,2
06-25 07:08:32,8.29,36,2
06-25 07:20:00,13.68,35,1
06-25 07:14:46,11.50,29,2
06-25 07:07:22,15.22,40,3
06-25 07:07:51,11.76,35,1
06-25 06:58:18,13.26,27,1
06-25 06:58:16,20.74,30,1
06-25 06:53:05,16.25,35,1
06-25 06:48:08,14.30,43,1
06-25 06:26:52,8.86,30,1
06-25 06:40:16,13.85,59,1
06-25 06:28:28,13.18,57,1
06-25 06:11:08,12.56,26,2
06-25 06:05:38,16.42,70,1
06-25 05:47:26,15.95,24,1
06-25 05:20:33,12.59,28,1
06-25 04:02:12,9.64,26,1
06-25 01:07:39,9.57,26,2
06-24 23:36:04,10.75,25,1
06-24 23:00:51,13.99,33,1
06-24 23:08:57,16.75,38,1
06-24 22:51:11,8.07,39,1
06-24 22:39:08,8.60,35,1
06-24 22:27:43,24.05,41,1
06-24 22:01:23,12.37,27,1
06-24 21:24:53,10.49,44,2
06-24 21:37:23,8.30,33,1
06-24 16:55:06,0.21,21,1
06-24 21:25:33,10.02,31,1
06-24 21:09:46,13.60,39,1
06-24 21:11:48,9.96,35,1
06-24 20:33:15,5.24,38,2
06-24 21:00:35,9.14,61,1
06-24 20:48:40,15.27,29,1
06-24 20:29:00,10.66,53,2
06-24 20:44:37,13.23,41,2
06-24 20:38:31,10.53,34,1
06-24 20:34:25,15.35,26,2
06-24 20:24:05,16.16,34,1
06-24 20:22:21,12.36,32,1
06-24 20:11:32,5.46,35,1
06-24 20:09:24,17.05,26,1
06-24 19:57:23,13.18,20,2
06-24 19:50:50,7.67,23,2
06-24 19:45:20,5.56,22,3
06-24 19:37:43,3.20,30,2
06-24 19:42:40,16.39,35,1
06-24 19:44:15,11.66,22,1
06-24 19:44:26,8.08,31,1
06-24 19:33:48,12.35,38,1
06-24 19:24:35,10.22,27,1
06-24 19:15:52,9.72,27,1
06-24 19:20:20,6.22,32,2
06-24 19:22:59,10.94,24,1
06-24 19:03:13,5.36,26,1
06-24 19:19:45,13.63,30,1
06-24 18:54:53,8.37,35,2
06-24 18:59:46,8.10,19,1
06-24 19:15:11,17.13,28,1
06-24 18:46:19,2.23,29,1
06-24 19:04:38,11.12,32,2
06-24 18:36:00,3.99,30,1
06-24 18:54:42,12.35,53,1
06-24 18:57:09,11.25,31,1
06-24 18:12:31,5.23,32,1
06-24 18:45:32,12.30,43,1
06-24 18:31:44,9.63,31,2
06-24 18:32:09,6.75,24,1
06-24 18:26:04,10.62,29,1
06-24 18:13:23,6.14,30,1
06-24 18:21:10,16.21,40,1
06-24 18:16:40,7.21,39,1
06-24 18:22:23,14.45,42,1
06-24 18:02:05,4.78,61,1
06-24 18:19:40,13.92,38,1
06-24 18:19:37,14.39,32,2
06-24 18:15:59,17.76,24,1
06-24 18:04:20,12.29,24,2
06-24 17:50:44,5.74,20,1
06-24 18:00:55,7.14,50,1
06-24 17:52:32,5.70,29,2
06-24 17:53:17,17.98,25,1
06-24 17:54:27,14.40,31,1
06-24 15:39:24,0.40,41,1
06-24 17:49:53,19.20,24,1
06-24 17:27:54,2.46,21,2
06-24 17:35:06,13.04,37,1
06-24 17:40:01,7.81,21,2
06-24 17:44:57,14.04,21,1
06-24 17:33:09,17.26,53,1
06-24 17:26:59,12.63,40,2
06-24 17:32:44,12.41,31,1
06-24 17:25:19,6.63,30,1
06-24 17:02:12,15.11,34,1
06-24 17:06:19,5.09,21,2
06-24 17:09:23,11.84,26,1
06-24 17:09:39,13.41,38,1
06-24 16:44:20,3.67,31,2
06-24 16:52:55,8.86,34,1
06-24 17:00:56,8.94,43,2
06-24 16:58:46,8.76,26,1
06-23 22:42:31,0.07,35,2
06-24 16:46:17,13.20,23,1
06-24 16:34:29,5.62,23,1
06-24 16:39:00,16.99,31,1
06-24 16:17:41,7.07,34,2
06-24 16:26:39,13.09,24,2
06-24 16:28:34,13.24,26,1
06-24 16:19:17,6.87,44,1
06-24 16:15:56,9.03,27,1
06-24 16:23:22,10.35,28,1
06-24 16:14:48,8.01,38,2
06-24 16:18:52,12.86,39,1
06-24 16:16:09,13.90,34,1
06-24 15:53:55,4.48,25,1
06-24 16:03:20,7.80,48,2
06-24 15:59:05,9.27,41,1
06-24 15:58:20,7.96,26,1
06-24 15:52:30,6.15,35,1
06-24 15:49:59,12.22,23,2
06-24 15:40:35,7.23,38,2
06-24 15:36:16,6.35,21,3
06-24 15:41:15,19.40,40,1
06-24 15:45:51,12.77,28,1
06-24 15:31:03,8.36,24,1
06-24 15:39:13,8.47,25,2
06-24 15:36:44,6.34,34,1
06-24 15:27:54,14.76,25,1
06-24 14:52:07,6.63,19,2
06-24 15:21:24,8.87,20,1
06-24 15:31:21,14.01,32,1
06-24 13:16:39,0.81,23,1
06-24 15:12:47,6.88,33,2
06-24 15:20:02,19.87,21,2
06-24 14:59:42,3.79,74,2
06-24 15:04:49,9.46,28,1
06-24 15:08:18,10.99,26,1
06-24 15:08:39,17.29,29,2
06-24 15:04:57,12.48,43,1
06-24 15:05:27,7.48,27,1
06-24 14:46:42,11.54,30,2
06-24 14:27:24,2.15,30,1
06-24 14:43:58,7.90,30,1
06-24 14:44:15,6.91,30,1
06-24 14:49:30,14.84,37,1
06-24 14:28:06,6.16,63,2
06-24 14:32:18,10.33,36,1
06-24 14:18:52,7.48,33,2
06-24 14:31:31,12.55,44,1
06-24 14:23:41,8.06,34,1
06-24 14:22:35,5.22,53,2
06-24 14:19:08,8.15,19,1
06-24 14:25:26,14.71,30,1
06-24 14:04:30,5.65,37,1
06-24 14:11:45,8.30,28,2
06-24 13:46:25,4.50,34,1
06-24 13:57:17,13.54,33,1
06-24 13:43:33,10.65,27,1
06-24 13:44:19,10.38,33,1
06-24 12:56:38,6.17,27,1
06-24 13:43:27,4.51,35,1
06-24 13:45:38,10.16,41,2
06-24 13:47:17,12.46,23,1
06-24 13:39:16,10.45,26,1
06-24 13:27:31,9.70,20,1
06-24 13:24:29,2.81,31,2
06-24 13:31:36,6.97,40,1
06-24 13:19:36,10.66,32,1
06-24 13:15:03,8.29,34,1
06-24 12:59:30,5.68,33,1
06-24 13:12:08,13.69,21,3
06-24 13:14:58,10.78,23,2
06-24 13:07:21,10.61,37,1
06-24 13:06:26,15.47,35,1
06-24 12:59:17,11.53,35,1
06-24 12:54:17,5.87,21,1
06-24 12:56:01,18.43,30,1
06-24 12:54:59,17.51,31,1
06-24 12:43:39,14.72,28,2
06-24 12:46:02,9.40,30,1
06-24 12:41:56,14.62,35,1
06-24 12:45:53,18.16,24,1
06-24 12:46:27,21.24,33,1
06-24 12:32:34,7.16,29,1
06-24 12:40:25,18.55,48,3
06-24 12:11:42,9.90,33,1
06-24 12:16:30,10.66,31,1
06-24 12:14:33,11.06,34,1
06-24 12:13:32,10.78,22,1
06-24 12:16:41,8.50,27,2
06-24 12:19:21,14.06,37,2
06-24 11:56:29,12.48,28,1
06-24 12:14:42,14.27,26,1
06-24 12:15:14,12.46,31,1
06-24 12:03:18,17.38,41,1
06-24 12:05:18,15.19,26,1
06-24 11:48:02,9.87,53,1
06-24 11:53:58,9.14,61,1
06-24 11:58:10,11.13,33,1
06-24 11:50:00,10.82,25,1
06-24 11:35:53,9.84,40,1
06-24 11:51:14,11.10,24,1
06-24 11:51:31,19.03,31,1
06-24 11:42:19,10.97,28,1
06-24 11:23:24,5.61,30,2
06-24 11:42:25,17.21,23,1
06-24 11:33:54,8.37,31,1
06-23 15:04:34,0.03,25,1
06-24 11:09:50,11.13,40,1
06-24 11:23:09,8.40,42,2
06-24 11:26:52,14.13,23,1
06-24 11:26:54,18.78,22,1
06-24 11:15:45,6.91,27,2
06-24 11:06:04,8.01,73,1
06-24 11:15:03,13.16,30,1
06-24 10:54:57,6.66,26,3
06-24 11:05:09,13.70,66,1
06-24 10:57:24,16.04,23,1
06-24 10:59:31,15.81,34,1
06-24 10:50:34,11.35,31,1
06-24 10:36:41,5.59,24,1
06-24 10:36:43,11.54,26,1
06-24 10:42:33,12.02,25,2
06-24 10:38:36,16.04,21,2
06-24 10:25:39,9.05,21,1
06-24 10:20:56,20.56,30,1
06-24 10:25:47,5.70,32,1
06-24 10:22:48,11.86,32,2
06-24 10:15:35,17.79,33,1
06-24 10:01:47,9.52,70,2
06-24 10:14:18,16.59,50,1
06-24 09:59:37,6.64,28,1
06-24 10:07:46,12.40,30,1
06-24 10:01:48,17.39,33,2
06-24 09:57:17,5.96,30,2
06-24 09:57:35,14.11,32,1
06-24 09:52:44,9.41,31,1
06-24 09:42:12,8.10,42,2
06-24 09:19:25,12.01,21,1
06-24 09:33:57,14.33,23,2
06-24 09:28:37,13.54,33,1
06-24 09:19:41,10.50,31,2
06-24 09:16:00,16.63,39,1
06-24 09:15:20,10.32,32,2
06-24 09:10:57,9.32,49,2
06-24 08:41:12,13.86,42,2
06-24 08:45:59,12.30,44,1
06-24 08:43:25,14.64,23,1
06-24 08:35:39,20.00,48,1
06-24 08:10:29,18.75,33,2
06-24 08:04:56,15.23,23,1
06-24 06:58:26,16.34,36,1
06-24 06:29:24,21.20,27,2
06-24 05:34:00,18.98,23,1
06-24 00:07:00,0.97,35,1
06-24 02:59:00,13.46,23,1
06-24 02:04:34,11.58,34,1
06-24 01:43:01,15.87,26,1
06-24 01:10:31,19.36,21,1
06-24 00:29:57,12.16,47,1
06-24 00:17:49,11.29,23,1
06-23 23:23:09,1.45,55,1
06-24 00:00:47,16.30,22,1
06-23 23:43:59,12.76,44,1
06-23 23:37:27,15.06,27,1
06-23 23:13:34,15.63,37,1
06-23 23:08:29,13.96,20,2
06-23 22:53:54,4.79,28,1
06-23 22:53:41,13.59,36,2
06-23 22:45:21,9.49,30,1
06-23 22:38:20,13.70,22,2
06-23 17:12:32,0.21,38,2
06-23 22:11:14,9.75,28,1
06-23 22:10:04,12.94,61,1
06-23 22:04:28,12.96,26,3
06-23 21:46:43,3.12,61,2
06-23 21:48:14,12.74,30,1
06-23 21:38:13,8.19,25,1
06-23 21:19:55,6.41,50,2
06-23 21:20:10,15.11,30,1
06-23 21:21:27,12.46,27,1
06-23 20:48:18,2.94,33,1
06-23 20:42:39,4.81,42,1
06-23 21:01:58,16.53,40,3
06-23 20:40:53,11.22,34,1
06-23 20:51:35,13.16,34,1
06-23 20:42:09,15.08,48,1
06-23 20:21:07,10.24,28,2
06-23 20:36:43,9.77,38,1
06-23 20:18:20,2.77,34,1
06-23 20:30:01,13.21,35,1
06-23 20:26:57,8.24,33,3
06-23 20:16:41,3.67,24,1
06-23 20:18:33,3.65,23,2
06-23 20:09:18,9.66,49,2
06-23 20:21:26,18.42,33,1
06-23 20:18:43,10.96,25,1
06-23 19:53:14,7.89,39,1
06-23 20:02:12,18.08,50,3
06-23 20:04:27,19.18,29,1
06-23 19:51:33,11.03,27,2
06-23 19:49:45,12.78,29,2
06-23 19:47:44,10.31,26,1
06-23 19:46:32,7.57,34,1
06-23 19:28:34,13.07,33,2
06-23 19:29:43,16.24,29,1
06-23 19:05:21,5.75,31,3
06-23 19:17:02,11.65,29,1
06-23 19:25:55,16.40,22,1
06-23 19:04:31,14.51,40,1
06-23 19:10:22,17.93,41,1
06-23 18:59:49,7.54,33,2
06-23 18:59:56,13.03,28,1
06-23 18:55:55,16.82,25,1
06-23 18:54:10,10.17,34,2
06-23 18:39:43,9.17,40,2
06-23 18:49:13,20.30,29,1
06-23 18:38:32,12.08,37,1
06-23 18:15:04,8.25,35,3
06-23 17:35:57,2.92,25,2
06-23 18:18:28,3.14,35,2
06-23 18:31:25,9.09,30,2
06-23 18:25:02,14.79,30,2
06-23 18:23:21,9.48,30,1
06-23 18:18:21,13.95,32,1
06-23 18:12:42,8.98,53,1
06-23 18:05:07,8.73,34,2
06-23 17:56:00,6.28,29,1
06-23 17:50:18,15.21,27,1
06-23 17:52:00,15.55,35,1
06-23 17:49:03,11.38,46,2
06-23 17:46:08,9.07,34,2
06-23 17:48:07,11.04,21,1
06-23 17:36:13,12.03,28,3
06-23 16:43:58,2.58,22,2
06-23 17:35:45,4.38,23,1
06-23 17:35:14,16.10,30,2
06-23 17:34:29,13.92,37,1
06-23 17:10:25,5.15,64,1
06-23 16:59:21,10.08,25,1
06-23 17:27:19,13.74,47,1
06-23 17:15:10,9.05,25,1
06-23 17:07:38,14.97,21,1
06-23 17:13:50,13.28,36,1
06-23 16:56:09,7.73,38,2
06-23 17:09:06,9.55,26,1
06-23 16:47:41,2.02,45,1
06-23 17:02:11,16.74,35,1
06-23 17:03:17,9.32,25,1
06-23 16:56:59,12.50,24,1
06-23 16:35:07,4.95,25,1
06-23 16:49:06,16.62,44,1
06-23 16:35:49,12.03,29,2
06-23 16:30:26,7.30,30,2
06-23 16:34:01,12.93,45,1
06-23 16:34:45,19.49,26,1
06-23 16:05:36,6.39,26,1
06-23 16:28:08,13.96,22,1
06-23 16:26:14,11.71,41,1
06-23 16:19:16,13.15,29,2
06-23 16:10:40,5.46,33,2
06-23 16:26:26,9.52,24,1
06-23 16:18:18,13.38,30,1
06-23 16:14:57,9.28,31,2
06-23 16:12:39,12.55,29,1
06-23 15:47:21,1.74,26,2
06-23 15:57:06,9.55,30,2
06-23 15:55:24,8.76,40,1
06-23 16:06:08,10.01,35,1
06-23 15:49:59,17.91,67,1
06-23 16:00:03,10.34,28,1
06-23 15:46:59,9.17,24,2
06-23 15:34:40,5.53,26,1
06-23 15:51:32,4.82,57,1
06-23 15:34:04,13.83,28,1
06-23 15:15:20,1.48,40,2
06-23 15:36:31,17.07,26,1
06-23 15:22:03,11.95,47,1
06-23 15:34:05,14.35,22,2
06-23 15:14:58,9.83,26,2
06-23 15:09:09,6.34,47,1
06-23 14:43:17,2.85,27,1
06-23 15:21:56,10.29,20,1
06-23 15:16:33,14.23,24,1
06-23 12:45:44,0.98,46,1
06-23 15:10:09,8.70,34,2
06-23 15:03:44,14.56,34,1
06-23 15:02:20,19.11,60,1
06-23 14:56:00,9.90,33,2
06-23 14:35:56,5.10,39,1
06-23 14:48:18,9.68,28,1
06-23 14:32:47,7.39,59,2
06-23 14:09:36,2.73,43,1
06-23 14:37:25,5.75,40,2
06-23 14:27:20,7.73,27,1
06-23 14:37:39,19.40,36,2
06-23 14:01:01,3.72,30,2
06-23 13:57:54,2.81,32,1
06-23 14:22:25,4.22,22,2
06-23 14:17:01,9.51,34,2
06-23 13:44:26,2.93,55,1
06-23 14:06:02,9.11,60,1
06-23 13:54:21,18.26,25,1
06-23 13:50:42,8.73,24,1
06-23 14:02:50,11.83,31,2
06-23 14:01:51,17.56,33,1
06-23 13:54:04,11.13,32,1
06-23 13:41:14,6.04,35,2
06-23 13:43:01,17.63,23,1
06-23 13:47:33,13.55,36,1
06-23 13:47:30,7.65,34,2
06-23 13:32:11,18.72,35,1
06-23 13:15:49,11.71,26,1
06-23 13:34:07,14.55,33,1
06-23 13:28:14,16.87,23,1
06-23 13:32:50,11.62,41,2
06-23 13:24:39,11.89,26,1
06-23 13:16:22,14.31,24,1
06-23 13:08:49,9.01,31,1
06-23 13:21:22,13.45,23,1
06-23 13:15:38,16.80,34,1
06-23 13:11:05,15.08,34,1
06-23 13:06:08,12.72,20,1
06-23 12:59:53,14.23,31,1
06-23 13:02:23,11.19,34,2
06-23 13:01:54,9.94,28,1
06-23 13:00:23,11.61,31,1
06-23 12:58:39,14.05,24,1
06-23 12:53:20,11.56,37,2
06-23 12:36:16,5.21,29,1
06-23 12:50:19,12.57,30,1
06-23 12:41:24,4.65,27,1
06-23 12:37:20,14.57,30,1
06-23 12:28:32,12.78,56,1
06-23 12:33:20,10.26,29,1
06-23 12:24:47,10.05,31,1
06-23 12:24:22,20.24,35,1
06-23 12:24:30,22.34,46,1
06-23 12:22:50,8.76,23,1
06-23 12:01:57,4.33,25,2
06-23 10:41:49,1.35,21,1
06-23 12:18:38,8.18,24,1
06-23 12:12:03,12.30,43,2
06-23 12:07:31,14.46,44,2
06-23 12:01:35,11.10,56,2
06-23 12:03:54,5.90,28,1
06-23 11:55:37,11.01,43,1
06-22 18:42:25,0.13,37,1
06-23 11:54:04,9.81,39,1
06-23 11:14:35,2.94,59,1
06-23 11:08:56,3.84,55,1
06-23 11:44:18,21.31,21,1
06-23 11:37:56,6.25,28,1
06-23 11:34:51,11.02,40,1
06-23 11:29:36,4.69,30,1
06-23 11:19:12,12.16,25,1
06-23 11:27:32,16.11,26,1
06-23 11:24:37,15.00,28,1
06-23 11:25:19,13.66,29,1
06-23 11:08:17,8.87,33,2
